sample.code	TOTAL	rank	sample.name	year.code	age.month	month.code	code	month	year	mesocosm	position	pool.code	corridor	cor.posi	replicate	position.code	plant
s769	16480	310	M-19-1PC02-5_S83_L001	19	24	M	19M	 may	2019	1PC02	p2	1PC02p2	1	1p2	5	patch	Trifolium
s770	9674	93	M-19-1PC02-6_S85_L001	19	24	M	19M	 may	2019	1PC02	p2	1PC02p2	1	1p2	6	patch	Trifolium
s771	7803	47	M-19-1PC02-7_S87_L001	19	24	M	19M	 may	2019	1PC02	mb	1PC02mb	1	1mb	7	mb	Brachypodium
s772	20948	422	M-19-1PC02-8_S89_L001	19	24	M	19M	 may	2019	1PC02	mb	1PC02mb	1	1mb	8	mb	Brachypodium
s773	20103	401	M-19-1PC02-9_S91_L001	19	24	M	19M	 may	2019	1PC02	cor	1PC02cor	1	1cor	9	cor	Trifolium
s774	16016	295	M-19-1PC02-10_S93_L001	19	24	M	19M	 may	2019	1PC02	cor	1PC02cor	1	1cor	10	cor	Trifolium
s775	31690	631	M-19-1PC03-1_S40_L001	19	24	M	19M	 may	2019	1PC03	p1	1PC03p1	1	1p1	1	patch	Trifolium
s776	36102	694	M-19-1PC03-2_S42_L001	19	24	M	19M	 may	2019	1PC03	p1	1PC03p1	1	1p1	2	patch	Trifolium
s777	24627	491	M-19-1PC03-3_S44_L001	19	24	M	19M	 may	2019	1PC03	p1	1PC03p1	1	1p1	3	patch	Trifolium
s778	24863	498	M-19-1PC03-4_S46_L001	19	24	M	19M	 may	2019	1PC03	p2	1PC03p2	1	1p2	4	patch	Trifolium
s779	26221	525	M-19-1PC03-5_S48_L001	19	24	M	19M	 may	2019	1PC03	p2	1PC03p2	1	1p2	5	patch	Trifolium
s780	15124	268	M-19-1PC03-6_S49_L001	19	24	M	19M	 may	2019	1PC03	p2	1PC03p2	1	1p2	6	patch	Trifolium
s781	15507	282	M-19-1PC03-7_S51_L001	19	24	M	19M	 may	2019	1PC03	mb	1PC03mb	1	1mb	7	mb	Brachypodium
s782	17366	335	M-19-1PC03-8_S53_L001	19	24	M	19M	 may	2019	1PC03	mb	1PC03mb	1	1mb	8	mb	Brachypodium
s783	20791	414	M-19-1PC03-9_S55_L001	19	24	M	19M	 may	2019	1PC03	cor	1PC03cor	1	1cor	9	cor	Trifolium
s784	36588	698	M-19-1PC03-10_S57_L001	19	24	M	19M	 may	2019	1PC03	cor	1PC03cor	1	1cor	10	cor	Trifolium
s785	48317	777	M-19-1PC04-1_S75_L001	19	24	M	19M	 may	2019	1PC04	p1	1PC04p1	1	1p1	1	patch	Trifolium
s786	42993	750	M-19-1PC04-2_S77_L001	19	24	M	19M	 may	2019	1PC04	p1	1PC04p1	1	1p1	2	patch	Trifolium
s787	50398	782	M-19-1PC04-3_S79_L001	19	24	M	19M	 may	2019	1PC04	p1	1PC04p1	1	1p1	3	patch	Trifolium
s788	29998	600	M-19-1PC04-4_S66_L001	19	24	M	19M	 may	2019	1PC04	p2	1PC04p2	1	1p2	4	patch	Trifolium
s789	38930	721	M-19-1PC04-5_S68_L001	19	24	M	19M	 may	2019	1PC04	p2	1PC04p2	1	1p2	5	patch	Trifolium
s790	22482	456	M-19-1PC04-6_S70_L001	19	24	M	19M	 may	2019	1PC04	p2	1PC04p2	1	1p2	6	patch	Trifolium
s791	19545	390	M-19-1PC04-7_S72_L001	19	24	M	19M	 may	2019	1PC04	mb	1PC04mb	1	1mb	7	mb	Brachypodium
s792	13826	223	M-19-1PC04-8_S74_L001	19	24	M	19M	 may	2019	1PC04	mb	1PC04mb	1	1mb	8	mb	Brachypodium
s793	19650	391	M-19-1PC05-1_S59_L001	19	24	M	19M	 may	2019	1PC05	p1	1PC05p1	1	1p1	1	patch	Trifolium
s794	25471	508	M-19-1PC05-2_S61_L001	19	24	M	19M	 may	2019	1PC05	p1	1PC05p1	1	1p1	2	patch	Trifolium
s795	18487	365	M-19-1PC05-3_S63_L001	19	24	M	19M	 may	2019	1PC05	p1	1PC05p1	1	1p1	3	patch	Trifolium
s796	12365	173	M-19-1PC05-4_S50_L001	19	24	M	19M	 may	2019	1PC05	p2	1PC05p2	1	1p2	4	patch	Trifolium
s797	10519	118	M-19-1PC05-5_S52_L001	19	24	M	19M	 may	2019	1PC05	p2	1PC05p2	1	1p2	5	patch	Trifolium
s798	14852	261	M-19-1PC05-7_S56_L001	19	24	M	19M	 may	2019	1PC05	mb	1PC05mb	1	1mb	7	mb	Brachypodium
s799	29809	599	M-19-1PC05-8_S58_L001	19	24	M	19M	 may	2019	1PC05	mb	1PC05mb	1	1mb	8	mb	Brachypodium
s800	34300	664	M-19-1PC06-1_S267_L001	19	24	M	19M	 may	2019	1PC06	p1	1PC06p1	0	0p1	1	patch	Trifolium
s801	36376	696	M-19-1PC06-2_S269_L001	19	24	M	19M	 may	2019	1PC06	p1	1PC06p1	0	0p1	2	patch	Trifolium
s802	32775	644	M-19-1PC06-3_S271_L001	19	24	M	19M	 may	2019	1PC06	p1	1PC06p1	0	0p1	3	patch	Trifolium
s803	20963	424	M-19-1PC06-4_S258_L001	19	24	M	19M	 may	2019	1PC06	p2	1PC06p2	0	0p2	4	patch	Trifolium
s804	41711	741	M-19-1PC06-7_S262_L001	19	24	M	19M	 may	2019	1PC06	mb	1PC06mb	0	0mb	7	mb	Brachypodium
s805	26186	523	M-19-1PC06-8_S260_L001	19	24	M	19M	 may	2019	1PC06	mb	1PC06mb	0	0mb	8	mb	Brachypodium
s806	27933	559	M-19-1PC07-1_S39_L001	19	24	M	19M	 may	2019	1PC07	p1	1PC07p1	0	0p1	1	patch	Trifolium
s807	14879	262	M-19-1PC07-2_S41_L001	19	24	M	19M	 may	2019	1PC07	p1	1PC07p1	0	0p1	2	patch	Trifolium
s808	39105	722	M-19-1PC07-3_S43_L001	19	24	M	19M	 may	2019	1PC07	p1	1PC07p1	0	0p1	3	patch	Trifolium
s809	31146	621	M-19-1PC07-4_S45_L001	19	24	M	19M	 may	2019	1PC07	p2	1PC07p2	0	0p2	4	patch	Trifolium
s810	36092	691	M-19-1PC07-5_S47_L001	19	24	M	19M	 may	2019	1PC07	p2	1PC07p2	0	0p2	5	patch	Trifolium
s811	24835	497	M-19-1PC07-6_S34_L001	19	24	M	19M	 may	2019	1PC07	p2	1PC07p2	0	0p2	6	patch	Trifolium
s812	13339	203	M-19-1PC07-7_S36_L001	19	24	M	19M	 may	2019	1PC07	mb	1PC07mb	0	0mb	7	mb	Brachypodium
s813	34494	668	M-19-1PC07-8_S38_L001	19	24	M	19M	 may	2019	1PC07	mb	1PC07mb	0	0mb	8	mb	Brachypodium
s814	14797	257	M-19-1PC08-1_S60_L001	19	24	M	19M	 may	2019	1PC08	p1	1PC08p1	0	0p1	1	patch	Trifolium
s815	12668	177	M-19-1PC08-2_S62_L001	19	24	M	19M	 may	2019	1PC08	p1	1PC08p1	0	0p1	2	patch	Trifolium
s816	18714	374	M-19-1PC08-3_S64_L001	19	24	M	19M	 may	2019	1PC08	p1	1PC08p1	0	0p1	3	patch	Trifolium
s817	38141	714	M-19-1PC08-4_S65_L001	19	24	M	19M	 may	2019	1PC08	p2	1PC08p2	0	0p2	4	patch	Trifolium
s818	46350	768	M-19-1PC08-5_S67_L001	19	24	M	19M	 may	2019	1PC08	p2	1PC08p2	0	0p2	5	patch	Trifolium
s819	38461	716	M-19-1PC08-6_S69_L001	19	24	M	19M	 may	2019	1PC08	p2	1PC08p2	0	0p2	6	patch	Trifolium
s820	23536	471	M-19-1PC08-7_S71_L001	19	24	M	19M	 may	2019	1PC08	mb	1PC08mb	0	0mb	7	mb	Brachypodium
s821	26748	535	M-19-1PC08-8_S73_L001	19	24	M	19M	 may	2019	1PC08	mb	1PC08mb	0	0mb	8	mb	Brachypodium
