sample.code	TOTAL	rank	sample.name	year.code	age.month	month.code	code	month	year	mesocosm	position	pool.code	corridor	cor.posi	replicate	position.code	plant
s089	23948	480	O-17-1PC01-2_S54_L001	17	5	O	17O	october	2017	1PC01	p1	1PC01p1	1	1p1	2	patch	Trifolium
s090	9434	83	O-17-1PC01-3_S36_L001	17	5	O	17O	october	2017	1PC01	p1	1PC01p1	1	1p1	3	patch	Trifolium
s091	16370	307	O-17-1PC01-4_S97_L001	17	5	O	17O	october	2017	1PC01	p2	1PC01p2	1	1p2	4	patch	Trifolium
s092	13632	215	O-17-1PC01-5_S99_L001	17	5	O	17O	october	2017	1PC01	p2	1PC01p2	1	1p2	5	patch	Trifolium
s093	26017	520	O-17-1PC01-6_S101_L001	17	5	O	17O	october	2017	1PC01	p2	1PC01p2	1	1p2	6	patch	Trifolium
s094	13682	219	O-17-1PC01-7_S103_L001	17	5	O	17O	october	2017	1PC01	mb	1PC01mb	1	1mb	7	mb	Brachypodium
s095	20815	415	O-17-1PC01-8_S105_L001	17	5	O	17O	october	2017	1PC01	mb	1PC01mb	1	1mb	8	mb	Brachypodium
s096	27980	561	O-17-1PC01-9_S107_L001	17	5	O	17O	october	2017	1PC01	cor	1PC01cor	1	1cor	9	cor	Trifolium
s097	9636	88	O-17-1PC01-10a_S109_L001	17	5	O	17O	october	2017	1PC01	cor	1PC01cor	1	1cor	10	cor	Trifolium
s098	9637	89	O-17-1PC02-1_S35_L001	17	5	O	17O	october	2017	1PC02	p1	1PC02p1	1	1p1	1	patch	Trifolium
s099	13545	211	O-17-1PC02-2_S37_L001	17	5	O	17O	october	2017	1PC02	p1	1PC02p1	1	1p1	2	patch	Trifolium
s100	20304	408	O-17-1PC02-3_S39_L001	17	5	O	17O	october	2017	1PC02	p1	1PC02p1	1	1p1	3	patch	Trifolium
s101	15594	286	O-17-1PC02-5_S43_L001	17	5	O	17O	october	2017	1PC02	p2	1PC02p2	1	1p2	5	patch	Trifolium
s102	17689	345	O-17-1PC02-6_S45_L001	17	5	O	17O	october	2017	1PC02	p2	1PC02p2	1	1p2	6	patch	Trifolium
s103	14067	234	O-17-1PC02-7_S47_L001	17	5	O	17O	october	2017	1PC02	mb	1PC02mb	1	1mb	7	mb	Brachypodium
s104	14658	252	O-17-1PC02-8_S34_L001	17	5	O	17O	october	2017	1PC02	mb	1PC02mb	1	1mb	8	mb	Brachypodium
s105	11287	146	O-17-1PC02-9_S96_L001	17	5	O	17O	october	2017	1PC02	cor	1PC02cor	1	1cor	9	cor	Trifolium
s106	18918	381	O-17-1PC02-10_S160_L001	17	5	O	17O	october	2017	1PC02	cor	1PC02cor	1	1cor	10	cor	Trifolium
s107	20112	402	O-17-1PC03-1_S64_L001	17	5	O	17O	october	2017	1PC03	p1	1PC03p1	1	1p1	1	patch	Trifolium
s108	18332	361	O-17-1PC03-2_S65_L001	17	5	O	17O	october	2017	1PC03	p1	1PC03p1	1	1p1	2	patch	Trifolium
s109	15874	291	O-17-1PC03-3_S67_L001	17	5	O	17O	october	2017	1PC03	p1	1PC03p1	1	1p1	3	patch	Trifolium
s110	16707	316	O-17-1PC03-4_S69_L001	17	5	O	17O	october	2017	1PC03	p2	1PC03p2	1	1p2	4	patch	Trifolium
s111	9692	94	O-17-1PC03-5_S41_L001	17	5	O	17O	october	2017	1PC03	p2	1PC03p2	1	1p2	5	patch	Trifolium
s112	15009	264	O-17-1PC03-6_S73_L001	17	5	O	17O	october	2017	1PC03	p2	1PC03p2	1	1p2	6	patch	Trifolium
s113	21080	427	O-17-1PC03-7_S75_L001	17	5	O	17O	october	2017	1PC03	mb	1PC03mb	1	1mb	7	mb	Brachypodium
s114	19309	384	O-17-1PC03-9_S77_L001	17	5	O	17O	october	2017	1PC03	cor	1PC03cor	1	1cor	9	cor	Trifolium
s115	12459	174	O-17-1PC03-10_S79_L001	17	5	O	17O	october	2017	1PC03	cor	1PC03cor	1	1cor	10	cor	Trifolium
s116	9830	97	O-17-1PC03-5a_S71_L001	17	5	O	17O	october	2017	1PC03	p2	1PC03p2	1	1p2	5	patch	Trifolium
s117	14291	238	O-17-1PC04-1_S38_L001	17	5	O	17O	october	2017	1PC04	p1	1PC04p1	1	1p1	1	patch	Trifolium
s118	9965	101	O-17-1PC04-2_S95_L001	17	5	O	17O	october	2017	1PC04	p1	1PC04p1	1	1p1	2	patch	Trifolium
s119	13085	192	O-17-1PC04-3_S42_L001	17	5	O	17O	october	2017	1PC04	p1	1PC04p1	1	1p1	3	patch	Trifolium
s120	5089	8	O-17-1PC04-4_S44_L001	17	5	O	17O	october	2017	1PC04	p2	1PC04p2	1	1p2	4	patch	Trifolium
s121	12835	184	O-17-1PC04-5_S46_L001	17	5	O	17O	october	2017	1PC04	p2	1PC04p2	1	1p2	5	patch	Trifolium
s122	15659	287	O-17-1PC04-6_S48_L001	17	5	O	17O	october	2017	1PC04	p2	1PC04p2	1	1p2	6	patch	Trifolium
s123	10174	107	O-17-1PC04-7_S49_L001	17	5	O	17O	october	2017	1PC04	mb	1PC04mb	1	1mb	7	mb	Brachypodium
s124	25075	503	O-17-1PC04-8_S51_L001	17	5	O	17O	october	2017	1PC04	mb	1PC04mb	1	1mb	8	mb	Brachypodium
s125	7731	42	O-17-1PC04-9_S53_L001	17	5	O	17O	october	2017	1PC04	cor	1PC04cor	1	1cor	9	cor	Trifolium
s126	18076	356	O-17-1PC04-10_S55_L001	17	5	O	17O	october	2017	1PC04	cor	1PC04cor	1	1cor	10	cor	Trifolium
s127	19469	387	O-17-1PC05-1_S1_L001	17	5	O	17O	october	2017	1PC05	p1	1PC05p1	1	1p1	1	patch	Trifolium
s128	16141	297	O-17-1PC05-2_S3_L001	17	5	O	17O	october	2017	1PC05	p1	1PC05p1	1	1p1	2	patch	Trifolium
s129	21147	429	O-17-1PC05-3_S5_L001	17	5	O	17O	october	2017	1PC05	p1	1PC05p1	1	1p1	3	patch	Trifolium
s130	13998	230	O-17-1PC05-5_S9_L001	17	5	O	17O	october	2017	1PC05	p2	1PC05p2	1	1p2	5	patch	Trifolium
s131	9061	77	O-17-1PC05-8_S15_L001	17	5	O	17O	october	2017	1PC05	mb	1PC05mb	1	1mb	8	mb	Brachypodium
s132	11029	138	O-17-1PC05-9_S2_L001	17	5	O	17O	october	2017	1PC05	cor	1PC05cor	1	1cor	9	cor	Trifolium
s133	7783	44	O-17-1PC05-10_S4_L001	17	5	O	17O	october	2017	1PC05	cor	1PC05cor	1	1cor	10	cor	Trifolium
s134	16817	320	O-17-1PC06-1_S66_L001	17	5	O	17O	october	2017	1PC06	p1	1PC06p1	0	0p1	1	patch	Trifolium
s135	41744	743	O-17-1PC06-2_S241_L001	17	5	O	17O	october	2017	1PC06	p1	1PC06p1	0	0p1	2	patch	Trifolium
s136	23558	473	O-17-1PC06-3_S70_L001	17	5	O	17O	october	2017	1PC06	p1	1PC06p1	0	0p1	3	patch	Trifolium
s137	13988	229	O-17-1PC06-4_S72_L001	17	5	O	17O	october	2017	1PC06	p2	1PC06p2	0	0p2	4	patch	Trifolium
s138	11972	165	O-17-1PC06-5_S74_L001	17	5	O	17O	october	2017	1PC06	p2	1PC06p2	0	0p2	5	patch	Trifolium
s139	21147	430	O-17-1PC06-6_S76_L001	17	5	O	17O	october	2017	1PC06	p2	1PC06p2	0	0p2	6	patch	Trifolium
s140	21817	446	O-17-1PC06-7_S78_L001	17	5	O	17O	october	2017	1PC06	mb	1PC06mb	0	0mb	7	mb	Brachypodium
s141	26941	541	O-17-1PC06-8_S80_L001	17	5	O	17O	october	2017	1PC06	mb	1PC06mb	0	0mb	8	mb	Brachypodium
s142	17047	324	O-17-1PC07-1_S161_L001	17	5	O	17O	october	2017	1PC07	p1	1PC07p1	0	0p1	1	patch	Trifolium
s143	37670	706	O-17-1PC07-2_S163_L001	17	5	O	17O	october	2017	1PC07	p1	1PC07p1	0	0p1	2	patch	Trifolium
s144	38590	717	O-17-1PC07-3_S165_L001	17	5	O	17O	october	2017	1PC07	p1	1PC07p1	0	0p1	3	patch	Trifolium
s145	15214	271	O-17-1PC07-4_S167_L001	17	5	O	17O	october	2017	1PC07	p2	1PC07p2	0	0p2	4	patch	Trifolium
s146	30982	617	O-17-1PC07-5_S169_L001	17	5	O	17O	october	2017	1PC07	p2	1PC07p2	0	0p2	5	patch	Trifolium
s147	20264	405	O-17-1PC07-6_S171_L001	17	5	O	17O	october	2017	1PC07	p2	1PC07p2	0	0p2	6	patch	Trifolium
s148	23278	467	O-17-1PC07-7_S173_L001	17	5	O	17O	october	2017	1PC07	mb	1PC07mb	0	0mb	7	mb	Brachypodium
s149	21835	447	O-17-1PC07-8_S175_L001	17	5	O	17O	october	2017	1PC07	mb	1PC07mb	0	0mb	8	mb	Brachypodium
s150	10004	102	O-17-1PC08-1_S22_L001	17	5	O	17O	october	2017	1PC08	p1	1PC08p1	0	0p1	1	patch	Trifolium
s151	13816	222	O-17-1PC08-2_S24_L001	17	5	O	17O	october	2017	1PC08	p1	1PC08p1	0	0p1	2	patch	Trifolium
s152	13681	218	O-17-1PC08-3_S26_L001	17	5	O	17O	october	2017	1PC08	p1	1PC08p1	0	0p1	3	patch	Trifolium
s153	7674	41	O-17-1PC08-4_S28_L001	17	5	O	17O	october	2017	1PC08	p2	1PC08p2	0	0p2	4	patch	Trifolium
s154	14801	258	O-17-1PC08-5_S30_L001	17	5	O	17O	october	2017	1PC08	p2	1PC08p2	0	0p2	5	patch	Trifolium
s155	7304	30	O-17-1PC08-6_S32_L001	17	5	O	17O	october	2017	1PC08	p2	1PC08p2	0	0p2	6	patch	Trifolium
s156	4375	2	O-17-1PC08-7_S33_L001	17	5	O	17O	october	2017	1PC08	mb	1PC08mb	0	0mb	7	mb	Brachypodium
s157	8823	71	O-17-1PC08-8_S56_L001	17	5	O	17O	october	2017	1PC08	mb	1PC08mb	0	0mb	8	mb	Brachypodium
s158	51851	787	O-17-1PC09-1_S135_L001	17	5	O	17O	october	2017	1PC09	p1	1PC09p1	0	0p1	1	patch	Trifolium
s159	28613	571	O-17-1PC09-2_S137_L001	17	5	O	17O	october	2017	1PC09	p1	1PC09p1	0	0p1	2	patch	Trifolium
s160	8195	53	O-17-1PC09-3_S139_L001	17	5	O	17O	october	2017	1PC09	p1	1PC09p1	0	0p1	3	patch	Trifolium
s161	30557	612	O-17-1PC09-4_S141_L001	17	5	O	17O	october	2017	1PC09	p2	1PC09p2	0	0p2	4	patch	Trifolium
s162	12893	186	O-17-1PC09-5_S143_L001	17	5	O	17O	october	2017	1PC09	p2	1PC09p2	0	0p2	5	patch	Trifolium
s163	15987	294	O-17-1PC09-6_S130_L001	17	5	O	17O	october	2017	1PC09	p2	1PC09p2	0	0p2	6	patch	Trifolium
s164	13497	209	O-17-1PC09-7_S132_L001	17	5	O	17O	october	2017	1PC09	mb	1PC09mb	0	0mb	7	mb	Brachypodium
s165	36892	700	O-17-1PC09-8_S134_L001	17	5	O	17O	october	2017	1PC09	mb	1PC09mb	0	0mb	8	mb	Brachypodium
s166	24745	493	M-18-1P01-1_S177_L001	18	11	M	18 M	 may	2018	1P01	p1	1P01p1	1	1p1	1	patch	Trifolium
s167	15346	279	M-18-1P01-2_S179_L001	18	11	M	18 M	 may	2018	1P01	p1	1P01p1	1	1p1	2	patch	Trifolium
s168	14359	241	M-18-1P01-3_S181_L001	18	11	M	18 M	 may	2018	1P01	p1	1P01p1	1	1p1	3	patch	Trifolium
s169	24416	487	M-18-1P01-4_S223_L001	18	11	M	18 M	 may	2018	1P01	p2	1P01p2	1	1p2	4	patch	Trifolium
s170	18753	376	M-18-1P01-5_S115_L001	18	11	M	18 M	 may	2018	1P01	p2	1P01p2	1	1p2	5	patch	Trifolium
s171	11467	152	M-18-1P01-6_S187_L001	18	11	M	18 M	 may	2018	1P01	p2	1P01p2	1	1p2	6	patch	Trifolium
s172	22583	457	M-18-1P01-7_S189_L001	18	11	M	18 M	 may	2018	1P01	mb	1P01mb	1	1mb	7	mb	Brachypodium
s173	25241	505	M-18-1P01-8_S191_L001	18	11	M	18 M	 may	2018	1P01	mb	1P01mb	1	1mb	8	mb	Brachypodium
s174	9626	87	M-18-1P01-9_S178_L001	18	11	M	18 M	 may	2018	1P01	cor	1P01cor	1	1cor	9	cor	Trifolium
s175	10777	128	M-18-1P01-10_S117_L001	18	11	M	18 M	 may	2018	1P01	cor	1P01cor	1	1cor	10	cor	Trifolium
s176	7555	36	M-18-1P02-1_S182_L001	18	11	M	18 M	 may	2018	1P02	p1	1P02p1	1	1p1	1	patch	Trifolium
s177	12124	168	M-18-1P02-2_S184_L001	18	11	M	18 M	 may	2018	1P02	p1	1P02p1	1	1p1	2	patch	Trifolium
s178	24882	499	M-18-1P02-3_S186_L001	18	11	M	18 M	 may	2018	1P02	p1	1P02p1	1	1p1	3	patch	Trifolium
s179	9648	92	M-18-1P02-4_S188_L001	18	11	M	18 M	 may	2018	1P02	p2	1P02p2	1	1p2	4	patch	Trifolium
s180	4292	1	M-18-1P02-5_S190_L001	18	11	M	18 M	 may	2018	1P02	p2	1P02p2	1	1p2	5	patch	Trifolium
s181	36511	697	M-18-1P02-7_S193_L001	18	11	M	18 M	 may	2018	1P02	mb	1P02mb	1	1mb	7	mb	Brachypodium
s182	37742	707	M-18-1P02-8_S195_L001	18	11	M	18 M	 may	2018	1P02	mb	1P02mb	1	1mb	8	mb	Brachypodium
s183	43798	754	M-18-1P02-9_S197_L001	18	11	M	18 M	 may	2018	1P02	cor	1P02cor	1	1cor	9	cor	Trifolium
s184	51226	784	M-18-1P02-10_S199_L001	18	11	M	18 M	 may	2018	1P02	cor	1P02cor	1	1cor	10	cor	Trifolium
s185	61475	801	M-18-1P03-1_S242_L001	18	11	M	18 M	 may	2018	1P03	p1	1P03p1	1	1p1	1	patch	Trifolium
s186	40843	732	M-18-1P03-2_S244_L001	18	11	M	18 M	 may	2018	1P03	p1	1P03p1	1	1p1	2	patch	Trifolium
s187	58392	795	M-18-1P03-3_S246_L001	18	11	M	18 M	 may	2018	1P03	p1	1P03p1	1	1p1	3	patch	Trifolium
s188	6451	21	M-18-1P03-4_S248_L001	18	11	M	18 M	 may	2018	1P03	p2	1P03p2	1	1p2	4	patch	Trifolium
s189	62792	803	M-18-1P03-5_S250_L001	18	11	M	18 M	 may	2018	1P03	p2	1P03p2	1	1p2	5	patch	Trifolium
s190	63247	804	M-18-1P03-6_S252_L001	18	11	M	18 M	 may	2018	1P03	p2	1P03p2	1	1p2	6	patch	Trifolium
s191	30026	601	M-18-1P03-7_S254_L001	18	11	M	18 M	 may	2018	1P03	mb	1P03mb	1	1mb	7	mb	Brachypodium
s192	45012	760	M-18-1P03-8_S256_L001	18	11	M	18 M	 may	2018	1P03	mb	1P03mb	1	1mb	8	mb	Brachypodium
s193	33034	647	M-18-1P03-9_S257_L001	18	11	M	18 M	 may	2018	1P03	cor	1P03cor	1	1cor	9	cor	Trifolium
s194	69649	810	M-18-1P03-10_S259_L001	18	11	M	18 M	 may	2018	1P03	cor	1P03cor	1	1cor	10	cor	Trifolium
s195	45818	764	M-18-1P04-1_S201_L001	18	11	M	18 M	 may	2018	1P04	p1	1P04p1	1	1p1	1	patch	Trifolium
s196	25591	511	M-18-1P04-2_S203_L001	18	11	M	18 M	 may	2018	1P04	p1	1P04p1	1	1p1	2	patch	Trifolium
s197	24778	494	M-18-1P04-3_S205_L001	18	11	M	18 M	 may	2018	1P04	p1	1P04p1	1	1p1	3	patch	Trifolium
s198	30178	603	M-18-1P04-4_S207_L001	18	11	M	18 M	 may	2018	1P04	p2	1P04p2	1	1p2	4	patch	Trifolium
s199	34783	672	M-18-1P04-5_S194_L001	18	11	M	18 M	 may	2018	1P04	p2	1P04p2	1	1p2	5	patch	Trifolium
s200	41719	742	M-18-1P04-6_S196_L001	18	11	M	18 M	 may	2018	1P04	p2	1P04p2	1	1p2	6	patch	Trifolium
s201	21574	442	M-18-1P04-7_S198_L001	18	11	M	18 M	 may	2018	1P04	mb	1P04mb	1	1mb	7	mb	Brachypodium
s202	32894	646	M-18-1P04-8_S200_L001	18	11	M	18 M	 may	2018	1P04	mb	1P04mb	1	1mb	8	mb	Brachypodium
s203	34025	663	M-18-1P04-9_S202_L001	18	11	M	18 M	 may	2018	1P04	cor	1P04cor	1	1cor	9	cor	Trifolium
s204	33577	656	M-18-1P04-10_S204_L001	18	11	M	18 M	 may	2018	1P04	cor	1P04cor	1	1cor	10	cor	Trifolium
s205	46352	769	M-18-1P05-1_S261_L001	18	11	M	18 M	 may	2018	1P05	p1	1P05p1	1	1p1	1	patch	Trifolium
s206	51191	783	M-18-1P05-2_S263_L001	18	11	M	18 M	 may	2018	1P05	p1	1P05p1	1	1p1	2	patch	Trifolium
s207	47004	774	M-18-1P05-3_S265_L001	18	11	M	18 M	 may	2018	1P05	p1	1P05p1	1	1p1	3	patch	Trifolium
s208	38128	713	M-18-1P05-4_S267_L001	18	11	M	18 M	 may	2018	1P05	p2	1P05p2	1	1p2	4	patch	Trifolium
s209	88188	820	M-18-1P05-5_S269_L001	18	11	M	18 M	 may	2018	1P05	p2	1P05p2	1	1p2	5	patch	Trifolium
s210	35770	687	M-18-1P05-6_S271_L001	18	11	M	18 M	 may	2018	1P05	p2	1P05p2	1	1p2	6	patch	Trifolium
s211	12511	175	M-18-1P05-7_S153_L001	18	11	M	18 M	 may	2018	1P05	mb	1P05mb	1	1mb	7	mb	Brachypodium
s212	17272	329	M-18-1P05-8_S155_L001	18	11	M	18 M	 may	2018	1P05	mb	1P05mb	1	1mb	8	mb	Brachypodium
s213	9336	79	M-18-1P05-9_S157_L001	18	11	M	18 M	 may	2018	1P05	cor	1P05cor	1	1cor	9	cor	Trifolium
s214	9637	90	M-18-1P05-10_S159_L001	18	11	M	18 M	 may	2018	1P05	cor	1P05cor	1	1cor	10	cor	Trifolium
s215	13463	207	M-18-1P06-1_S162_L001	18	11	M	18 M	 may	2018	1P06	p1	1P06p1	0	0p1	1	patch	Trifolium
s216	28722	573	M-18-1P06-2_S202_L001	18	11	M	18 M	 may	2018	1P06	p1	1P06p1	0	0p1	2	patch	Trifolium
s217	12903	187	M-18-1P06-3_S166_L001	18	11	M	18 M	 may	2018	1P06	p1	1P06p1	0	0p1	3	patch	Trifolium
s218	21358	438	M-18-1P06-4_S168_L001	18	11	M	18 M	 may	2018	1P06	p2	1P06p2	0	0p2	4	patch	Trifolium
s219	15783	289	M-18-1P06-5_S170_L001	18	11	M	18 M	 may	2018	1P06	p2	1P06p2	0	0p2	5	patch	Trifolium
s220	17970	354	M-18-1P06-6_S172_L001	18	11	M	18 M	 may	2018	1P06	p2	1P06p2	0	0p2	6	patch	Trifolium
s221	15153	270	M-18-1P06-7_S174_L001	18	11	M	18 M	 may	2018	1P06	mb	1P06mb	0	0mb	7	mb	Brachypodium
s222	12214	169	M-18-1P06-8_S176_L001	18	11	M	18 M	 may	2018	1P06	mb	1P06mb	0	0mb	8	mb	Brachypodium
s223	9394	81	M-18-1P07-1_S146_L001	18	11	M	18 M	 may	2018	1P07	p1	1P07p1	0	0p1	1	patch	Trifolium
s224	13910	226	M-18-1P07-2_S148_L001	18	11	M	18 M	 may	2018	1P07	p1	1P07p1	0	0p1	2	patch	Trifolium
s225	25677	514	M-18-1P07-3_S150_L001	18	11	M	18 M	 may	2018	1P07	p1	1P07p1	0	0p1	3	patch	Trifolium
s226	10965	136	M-18-1P07-4_S152_L001	18	11	M	18 M	 may	2018	1P07	p2	1P07p2	0	0p2	4	patch	Trifolium
s227	8777	69	M-18-1P07-5_S154_L001	18	11	M	18 M	 may	2018	1P07	p2	1P07p2	0	0p2	5	patch	Trifolium
s228	11460	151	M-18-1P07-6_S156_L001	18	11	M	18 M	 may	2018	1P07	p2	1P07p2	0	0p2	6	patch	Trifolium
s229	10650	122	M-18-1P07-7_S158_L001	18	11	M	18 M	 may	2018	1P07	mb	1P07mb	0	0mb	7	mb	Brachypodium
s230	6816	24	M-18-1P07-8_S160_L001	18	11	M	18 M	 may	2018	1P07	mb	1P07mb	0	0mb	8	mb	Brachypodium
s231	18834	379	M-18-1P08-1_S182_L001	18	11	M	18 M	 may	2018	1P08	p1	1P08p1	0	0p1	1	patch	Trifolium
s232	17461	337	M-18-1P08-2_S125_L001	18	11	M	18 M	 may	2018	1P08	p1	1P08p1	0	0p1	2	patch	Trifolium
s233	15915	292	M-18-1P08-3_S186_L001	18	11	M	18 M	 may	2018	1P08	p1	1P08p1	0	0p1	3	patch	Trifolium
s234	13532	210	M-18-1P08-4_S188_L001	18	11	M	18 M	 may	2018	1P08	p2	1P08p2	0	0p2	4	patch	Trifolium
s235	20866	418	M-18-1P08-5_S190_L001	18	11	M	18 M	 may	2018	1P08	p2	1P08p2	0	0p2	5	patch	Trifolium
s236	4736	6	M-18-1P08-6_S192_L001	18	11	M	18 M	 may	2018	1P08	p2	1P08p2	0	0p2	6	patch	Trifolium
s237	33136	648	M-18-1P08-8_S195_L001	18	11	M	18 M	 may	2018	1P08	mb	1P08mb	0	0mb	8	mb	Brachypodium
s238	30718	615	M-18-1P09-1_S210_L001	18	11	M	18 M	 may	2018	1P09	p1	1P09p1	0	0p1	1	patch	Trifolium
s239	29534	590	M-18-1P09-2_S212_L001	18	11	M	18 M	 may	2018	1P09	p1	1P09p1	0	0p1	2	patch	Trifolium
s240	47236	775	M-18-1P09-3_S214_L001	18	11	M	18 M	 may	2018	1P09	p1	1P09p1	0	0p1	3	patch	Trifolium
s241	29722	597	M-18-1P09-4_S216_L001	18	11	M	18 M	 may	2018	1P09	p2	1P09p2	0	0p2	4	patch	Trifolium
s242	38921	720	M-18-1P09-5_S218_L001	18	11	M	18 M	 may	2018	1P09	p2	1P09p2	0	0p2	5	patch	Trifolium
s243	33740	659	M-18-1P09-6_S220_L001	18	11	M	18 M	 may	2018	1P09	p2	1P09p2	0	0p2	6	patch	Trifolium
s244	45029	761	M-18-1P09-7_S222_L001	18	11	M	18 M	 may	2018	1P09	mb	1P09mb	0	0mb	7	mb	Brachypodium
s245	10086	105	M-18-1P09-8_S224_L001	18	11	M	18 M	 may	2018	1P09	mb	1P09mb	0	0mb	8	mb	Brachypodium
s246	26513	527	M-18-1P10-1_S166_L001	18	11	M	18 M	 may	2018	1P10	p1	1P10p1	0	0p1	1	patch	Trifolium
s247	13435	205	M-18-1P10-2_S168_L001	18	11	M	18 M	 may	2018	1P10	p1	1P10p1	0	0p1	2	patch	Trifolium
s248	17502	339	M-18-1P10-3_S170_L001	18	11	M	18 M	 may	2018	1P10	p1	1P10p1	0	0p1	3	patch	Trifolium
s249	21185	432	M-18-1P10-4_S172_L001	18	11	M	18 M	 may	2018	1P10	p2	1P10p2	0	0p2	4	patch	Trifolium
s250	14842	259	M-18-1P10-5_S174_L001	18	11	M	18 M	 may	2018	1P10	p2	1P10p2	0	0p2	5	patch	Trifolium
s251	12238	171	M-18-1P10-6_S176_L001	18	11	M	18 M	 may	2018	1P10	p2	1P10p2	0	0p2	6	patch	Trifolium
s252	31891	634	M-18-1P10-7_S177_L001	18	11	M	18 M	 may	2018	1P10	mb	1P10mb	0	0mb	7	mb	Brachypodium
s253	17833	350	M-18-1P10-8_S179_L001	18	11	M	18 M	 may	2018	1P10	mb	1P10mb	0	0mb	8	mb	Brachypodium
s254	43110	752	M-18-1PC01-1_S197_L001	18	11	M	18 M	 may	2018	1PC01	p1	1PC01p1	1	1p1	1	patch	Trifolium
s255	35093	678	M-18-1PC01-2_S199_L001	18	11	M	18 M	 may	2018	1PC01	p1	1PC01p1	1	1p1	2	patch	Trifolium
s256	64294	806	M-18-1PC01-4_S203_L001	18	11	M	18 M	 may	2018	1PC01	p2	1PC01p2	1	1p2	4	patch	Trifolium
s257	52539	789	M-18-1PC01-5_S205_L001	18	11	M	18 M	 may	2018	1PC01	p2	1PC01p2	1	1p2	5	patch	Trifolium
s258	11280	144	M-18-1PC01-6_S185_L001	18	11	M	18 M	 may	2018	1PC01	p2	1PC01p2	1	1p2	6	patch	Trifolium
s259	7567	37	M-18-1PC01-7_S118_L001	18	11	M	18 M	 may	2018	1PC01	mb	1PC01mb	1	1mb	7	mb	Brachypodium
s260	79626	818	M-18-1PC01-8_S196_L001	18	11	M	18 M	 may	2018	1PC01	mb	1PC01mb	1	1mb	8	mb	Brachypodium
s261	52200	788	M-18-1PC01-9_S198_L001	18	11	M	18 M	 may	2018	1PC01	cor	1PC01cor	1	1cor	9	cor	Trifolium
s262	43053	751	M-18-1PC01-10_S200_L001	18	11	M	18 M	 may	2018	1PC01	cor	1PC01cor	1	1cor	10	cor	Trifolium
s263	16189	299	M-18-1PC02-1_S161_L001	18	11	M	18 M	 may	2018	1PC02	p1	1PC02p1	1	1p1	1	patch	Trifolium
s264	10464	117	M-18-1PC02-2_S163_L001	18	11	M	18 M	 may	2018	1PC02	p1	1PC02p1	1	1p1	2	patch	Trifolium
s265	12273	172	M-18-1PC02-3_S165_L001	18	11	M	18 M	 may	2018	1PC02	p1	1PC02p1	1	1p1	3	patch	Trifolium
s266	14105	235	M-18-1PC02-4_S167_L001	18	11	M	18 M	 may	2018	1PC02	p2	1PC02p2	1	1p2	4	patch	Trifolium
s267	16688	315	M-18-1PC02-5_S169_L001	18	11	M	18 M	 may	2018	1PC02	p2	1PC02p2	1	1p2	5	patch	Trifolium
s268	15094	267	M-18-1PC02-6_S171_L001	18	11	M	18 M	 may	2018	1PC02	p2	1PC02p2	1	1p2	6	patch	Trifolium
s269	18594	369	M-18-1PC02-7_S173_L001	18	11	M	18 M	 may	2018	1PC02	mb	1PC02mb	1	1mb	7	mb	Brachypodium
s270	8115	52	M-18-1PC02-8_S175_L001	18	11	M	18 M	 may	2018	1PC02	mb	1PC02mb	1	1mb	8	mb	Brachypodium
s271	13426	204	M-18-1PC02-9_S162_L001	18	11	M	18 M	 may	2018	1PC02	cor	1PC02cor	1	1cor	9	cor	Trifolium
s272	11666	157	M-18-1PC02-10_S164_L001	18	11	M	18 M	 may	2018	1PC02	cor	1PC02cor	1	1cor	10	cor	Trifolium
s273	25664	513	M-18-1PC03-1_S222_L001	18	11	M	18 M	 may	2018	1PC03	p1	1PC03p1	1	1p1	1	patch	Trifolium
s274	24915	500	M-18-1PC03-2_S224_L001	18	11	M	18 M	 may	2018	1PC03	p1	1PC03p1	1	1p1	2	patch	Trifolium
s275	39745	725	M-18-1PC03-3_S225_L001	18	11	M	18 M	 may	2018	1PC03	p1	1PC03p1	1	1p1	3	patch	Trifolium
s276	61898	802	M-18-1PC03-4_S227_L001	18	11	M	18 M	 may	2018	1PC03	p2	1PC03p2	1	1p2	4	patch	Trifolium
s277	40566	730	M-18-1PC03-5_S229_L001	18	11	M	18 M	 may	2018	1PC03	p2	1PC03p2	1	1p2	5	patch	Trifolium
s278	54272	790	M-18-1PC03-6_S231_L001	18	11	M	18 M	 may	2018	1PC03	p2	1PC03p2	1	1p2	6	patch	Trifolium
s279	60650	799	M-18-1PC03-7_S233_L001	18	11	M	18 M	 may	2018	1PC03	mb	1PC03mb	1	1mb	7	mb	Brachypodium
s280	48952	779	M-18-1PC03-8_S235_L001	18	11	M	18 M	 may	2018	1PC03	mb	1PC03mb	1	1mb	8	mb	Brachypodium
s281	46699	771	M-18-1PC03-9_S237_L001	18	11	M	18 M	 may	2018	1PC03	cor	1PC03cor	1	1cor	9	cor	Trifolium
s282	10615	120	M-18-1PC03-10_S184_L001	18	11	M	18 M	 may	2018	1PC03	cor	1PC03cor	1	1cor	10	cor	Trifolium
s283	32685	641	M-18-1PC04-1_S217_L001	18	11	M	18 M	 may	2018	1PC04	p1	1PC04p1	1	1p1	1	patch	Trifolium
